المحافظة,القطاع,رأس_المال_المطلوب_بالألف,مؤشر_المخاطرة,القرار_الاستثماري
درعا,تصنيع غذائي,139.9,0.29,فرصة واعدة
ريف دمشق,خدمات تقنية,20.5,0.22,فرصة واعدة
ريف دمشق,زراعة حديثة,45.1,0.37,استثمار متوسط
حلب,تجارة إلكترونية,12.5,0.38,مخاطرة عالية
الرقة,تجارة إلكترونية,20.9,0.67,فرصة واعدة
القنيطرة,طاقة متجددة,582.5,0.47,فرصة واعدة
حماة,تصنيع غذائي,121.4,0.65,استثمار متوسط
حلب,خدمات تقنية,4.8,0.19,مخاطرة عالية
طرطوس,تجارة إلكترونية,28.2,0.67,فرصة واعدة
الرقة,خدمات تقنية,10.5,0.44,استثمار متوسط
القنيطرة,خدمات تقنية,19.5,0.37,فرصة واعدة
ريف دمشق,طاقة متجددة,538.5,0.43,فرصة واعدة
حلب,طاقة متجددة,337.1,0.52,فرصة واعدة
الرقة,تصنيع غذائي,109.8,0.4,استثمار متوسط
الحسكة,تصنيع غذائي,55.0,0.56,مخاطرة عالية
حمص,طاقة متجددة,347.2,0.61,فرصة واعدة
إدلب,تجارة إلكترونية,38.1,0.44,فرصة واعدة
دمشق,خدمات تقنية,22.8,0.27,فرصة واعدة
القنيطرة,زراعة حديثة,101.5,0.67,فرصة واعدة
دير الزور,خدمات تقنية,8.6,0.43,مخاطرة عالية
طرطوس,صناعة هندسية,821.3,0.49,فرصة واعدة
السويداء,تصنيع غذائي,276.1,0.39,فرصة واعدة
إدلب,زراعة حديثة,39.7,0.43,مخاطرة عالية
حلب,زراعة حديثة,56.2,0.12,استثمار متوسط
اللاذقية,زراعة حديثة,62.9,0.31,استثمار متوسط
حمص,تجارة إلكترونية,34.0,0.52,فرصة واعدة
دير الزور,زراعة حديثة,99.5,0.43,فرصة واعدة
حلب,صناعة هندسية,675.6,0.28,فرصة واعدة
الحسكة,تصنيع غذائي,111.0,0.14,فرصة واعدة
حمص,تجارة إلكترونية,40.0,0.69,فرصة واعدة
الرقة,خدمات تقنية,7.6,0.41,استثمار متوسط
حمص,تجارة إلكترونية,35.6,0.22,فرصة واعدة
حماة,تجارة إلكترونية,7.5,0.57,مخاطرة عالية
دير الزور,طاقة متجددة,384.1,0.63,فرصة واعدة
درعا,خدمات تقنية,18.7,0.19,فرصة واعدة
دير الزور,طاقة متجددة,184.9,0.38,استثمار متوسط
الرقة,تصنيع غذائي,133.1,0.15,فرصة واعدة
حمص,تجارة إلكترونية,19.1,0.17,فرصة واعدة
إدلب,زراعة حديثة,57.0,0.38,استثمار متوسط
ريف دمشق,زراعة حديثة,50.2,0.23,فرصة واعدة
اللاذقية,زراعة حديثة,134.2,0.36,فرصة واعدة
حمص,تصنيع غذائي,110.3,0.13,استثمار متوسط
الرقة,تصنيع غذائي,216.8,0.25,فرصة واعدة
طرطوس,زراعة حديثة,126.7,0.69,فرصة واعدة
إدلب,طاقة متجددة,233.8,0.51,استثمار متوسط
حماة,تجارة إلكترونية,7.3,0.2,مخاطرة عالية
ريف دمشق,تصنيع غذائي,143.6,0.14,فرصة واعدة
إدلب,طاقة متجددة,398.3,0.54,فرصة واعدة
دمشق,خدمات تقنية,27.4,0.26,فرصة واعدة
حمص,خدمات تقنية,15.6,0.31,فرصة واعدة
الحسكة,خدمات تقنية,25.7,0.69,فرصة واعدة
القنيطرة,صناعة هندسية,781.6,0.68,فرصة واعدة
طرطوس,خدمات تقنية,23.4,0.32,فرصة واعدة
الرقة,خدمات تقنية,27.4,0.62,فرصة واعدة
حلب,طاقة متجددة,521.3,0.25,فرصة واعدة
درعا,تصنيع غذائي,52.1,0.51,مخاطرة عالية
دير الزور,زراعة حديثة,78.5,0.66,فرصة واعدة
دير الزور,تجارة إلكترونية,17.4,0.21,فرصة واعدة
حلب,تجارة إلكترونية,6.2,0.64,مخاطرة عالية
إدلب,طاقة متجددة,248.4,0.12,فرصة واعدة
الرقة,صناعة هندسية,1132.0,0.34,فرصة واعدة
السويداء,زراعة حديثة,120.3,0.22,فرصة واعدة
حمص,زراعة حديثة,73.6,0.7,استثمار متوسط
حمص,تجارة إلكترونية,44.9,0.21,فرصة واعدة
اللاذقية,تصنيع غذائي,285.9,0.14,فرصة واعدة
حمص,تجارة إلكترونية,28.7,0.49,فرصة واعدة
طرطوس,خدمات تقنية,11.3,0.53,استثمار متوسط
إدلب,تصنيع غذائي,109.2,0.35,استثمار متوسط
اللاذقية,تصنيع غذائي,43.6,0.28,مخاطرة عالية
الحسكة,طاقة متجددة,416.8,0.63,فرصة واعدة
السويداء,خدمات تقنية,17.7,0.34,فرصة واعدة
طرطوس,زراعة حديثة,119.9,0.11,فرصة واعدة
القنيطرة,تجارة إلكترونية,17.9,0.19,فرصة واعدة
حلب,تصنيع غذائي,186.7,0.63,استثمار متوسط
الرقة,صناعة هندسية,186.2,0.33,مخاطرة عالية
دمشق,صناعة هندسية,958.6,0.55,فرصة واعدة
درعا,صناعة هندسية,516.4,0.57,استثمار متوسط
حلب,طاقة متجددة,84.8,0.67,مخاطرة عالية
إدلب,صناعة هندسية,833.2,0.48,فرصة واعدة
حمص,زراعة حديثة,82.3,0.64,فرصة واعدة
حمص,زراعة حديثة,124.7,0.3,فرصة واعدة
إدلب,خدمات تقنية,5.8,0.26,استثمار متوسط
درعا,طاقة متجددة,194.6,0.25,استثمار متوسط
الحسكة,طاقة متجددة,381.2,0.26,فرصة واعدة
حماة,خدمات تقنية,12.4,0.23,فرصة واعدة
السويداء,تجارة إلكترونية,11.9,0.66,مخاطرة عالية
القنيطرة,تصنيع غذائي,260.5,0.15,فرصة واعدة
اللاذقية,تجارة إلكترونية,13.9,0.36,استثمار متوسط
إدلب,طاقة متجددة,357.2,0.35,فرصة واعدة
السويداء,طاقة متجددة,108.4,0.5,مخاطرة عالية
حماة,طاقة متجددة,163.3,0.35,مخاطرة عالية
حماة,تصنيع غذائي,266.9,0.26,فرصة واعدة
حلب,خدمات تقنية,26.6,0.42,فرصة واعدة
الرقة,خدمات تقنية,8.9,0.34,استثمار متوسط
الحسكة,خدمات تقنية,16.5,0.33,فرصة واعدة
دير الزور,تصنيع غذائي,92.7,0.69,مخاطرة عالية
طرطوس,خدمات تقنية,29.7,0.24,فرصة واعدة
دمشق,تصنيع غذائي,192.9,0.33,فرصة واعدة
السويداء,زراعة حديثة,148.6,0.65,فرصة واعدة
القنيطرة,صناعة هندسية,349.0,0.54,استثمار متوسط
السويداء,تصنيع غذائي,49.0,0.17,مخاطرة عالية
طرطوس,صناعة هندسية,1024.4,0.6,فرصة واعدة
دمشق,صناعة هندسية,1155.3,0.67,فرصة واعدة
حماة,تجارة إلكترونية,10.8,0.31,استثمار متوسط
حمص,تجارة إلكترونية,34.2,0.2,فرصة واعدة
دمشق,تصنيع غذائي,258.1,0.21,فرصة واعدة
القنيطرة,زراعة حديثة,75.9,0.66,استثمار متوسط
القنيطرة,تجارة إلكترونية,10.3,0.64,مخاطرة عالية
السويداء,تصنيع غذائي,95.5,0.36,استثمار متوسط
دير الزور,تصنيع غذائي,41.4,0.63,مخاطرة عالية
اللاذقية,طاقة متجددة,126.4,0.19,مخاطرة عالية
درعا,خدمات تقنية,26.6,0.42,فرصة واعدة
السويداء,زراعة حديثة,131.2,0.5,فرصة واعدة
حماة,تجارة إلكترونية,30.7,0.12,فرصة واعدة
درعا,تصنيع غذائي,49.9,0.23,مخاطرة عالية
حماة,خدمات تقنية,5.8,0.44,مخاطرة عالية
دمشق,خدمات تقنية,7.6,0.12,استثمار متوسط
السويداء,تجارة إلكترونية,31.0,0.54,فرصة واعدة
الرقة,تجارة إلكترونية,15.9,0.59,استثمار متوسط
حماة,تصنيع غذائي,225.3,0.6,فرصة واعدة
إدلب,طاقة متجددة,279.2,0.68,استثمار متوسط
إدلب,تصنيع غذائي,179.5,0.51,فرصة واعدة
السويداء,خدمات تقنية,6.2,0.56,مخاطرة عالية
دير الزور,صناعة هندسية,302.0,0.4,استثمار متوسط
دير الزور,تجارة إلكترونية,38.3,0.14,فرصة واعدة
دمشق,صناعة هندسية,220.6,0.44,مخاطرة عالية
إدلب,تصنيع غذائي,93.7,0.66,استثمار متوسط
الحسكة,طاقة متجددة,444.4,0.17,فرصة واعدة
القنيطرة,تجارة إلكترونية,11.7,0.58,استثمار متوسط
اللاذقية,طاقة متجددة,472.8,0.57,فرصة واعدة
دير الزور,طاقة متجددة,252.9,0.55,استثمار متوسط
ريف دمشق,صناعة هندسية,738.5,0.26,فرصة واعدة
حلب,تجارة إلكترونية,41.9,0.11,فرصة واعدة
حلب,زراعة حديثة,79.1,0.68,استثمار متوسط
دمشق,خدمات تقنية,25.6,0.5,فرصة واعدة
السويداء,طاقة متجددة,501.7,0.32,فرصة واعدة
الرقة,زراعة حديثة,41.3,0.17,استثمار متوسط
السويداء,صناعة هندسية,1004.2,0.5,فرصة واعدة
حمص,زراعة حديثة,118.7,0.65,فرصة واعدة
اللاذقية,زراعة حديثة,126.1,0.41,فرصة واعدة
حمص,طاقة متجددة,462.8,0.43,فرصة واعدة
دير الزور,زراعة حديثة,110.8,0.61,فرصة واعدة
الحسكة,صناعة هندسية,427.3,0.67,استثمار متوسط
حلب,زراعة حديثة,115.4,0.18,فرصة واعدة
اللاذقية,خدمات تقنية,8.6,0.57,مخاطرة عالية
درعا,زراعة حديثة,76.8,0.34,فرصة واعدة
دمشق,تجارة إلكترونية,23.9,0.38,استثمار متوسط
حمص,تجارة إلكترونية,26.8,0.37,فرصة واعدة
ريف دمشق,خدمات تقنية,25.9,0.53,فرصة واعدة
حلب,طاقة متجددة,224.2,0.42,استثمار متوسط
حماة,تصنيع غذائي,251.2,0.2,فرصة واعدة
حلب,طاقة متجددة,309.3,0.16,فرصة واعدة
دير الزور,طاقة متجددة,380.6,0.14,فرصة واعدة
درعا,طاقة متجددة,552.1,0.23,فرصة واعدة
حمص,تصنيع غذائي,236.7,0.58,فرصة واعدة
طرطوس,تجارة إلكترونية,8.3,0.33,مخاطرة عالية
الحسكة,خدمات تقنية,27.3,0.49,فرصة واعدة
حماة,زراعة حديثة,110.6,0.52,فرصة واعدة
اللاذقية,خدمات تقنية,10.0,0.69,مخاطرة عالية
حلب,صناعة هندسية,1149.0,0.38,فرصة واعدة
ريف دمشق,خدمات تقنية,26.8,0.18,فرصة واعدة
حمص,صناعة هندسية,412.4,0.37,استثمار متوسط
اللاذقية,تجارة إلكترونية,31.6,0.58,فرصة واعدة
السويداء,زراعة حديثة,60.0,0.31,فرصة واعدة
درعا,طاقة متجددة,90.8,0.48,مخاطرة عالية
حلب,خدمات تقنية,29.0,0.31,فرصة واعدة
حماة,طاقة متجددة,574.3,0.25,فرصة واعدة
السويداء,زراعة حديثة,116.0,0.61,فرصة واعدة
حلب,تجارة إلكترونية,42.9,0.29,فرصة واعدة
الحسكة,صناعة هندسية,1004.1,0.47,فرصة واعدة
الحسكة,تجارة إلكترونية,6.9,0.5,مخاطرة عالية
دير الزور,طاقة متجددة,420.2,0.6,فرصة واعدة
حمص,زراعة حديثة,50.0,0.49,استثمار متوسط
دمشق,تصنيع غذائي,77.1,0.23,مخاطرة عالية
السويداء,تجارة إلكترونية,27.4,0.11,فرصة واعدة
دمشق,تصنيع غذائي,89.2,0.63,مخاطرة عالية
إدلب,تجارة إلكترونية,38.2,0.5,فرصة واعدة
الرقة,خدمات تقنية,15.4,0.68,فرصة واعدة
دمشق,صناعة هندسية,500.1,0.61,استثمار متوسط
ريف دمشق,صناعة هندسية,958.9,0.37,فرصة واعدة
إدلب,تصنيع غذائي,297.9,0.41,فرصة واعدة
حماة,تجارة إلكترونية,10.1,0.46,مخاطرة عالية
اللاذقية,تصنيع غذائي,286.4,0.41,فرصة واعدة
دير الزور,طاقة متجددة,396.9,0.28,فرصة واعدة
الحسكة,طاقة متجددة,491.6,0.68,فرصة واعدة
درعا,تجارة إلكترونية,31.4,0.53,فرصة واعدة
الرقة,زراعة حديثة,141.7,0.51,فرصة واعدة
درعا,تجارة إلكترونية,7.4,0.2,مخاطرة عالية
الحسكة,زراعة حديثة,93.9,0.14,فرصة واعدة
القنيطرة,زراعة حديثة,72.0,0.17,فرصة واعدة
السويداء,تجارة إلكترونية,22.1,0.39,فرصة واعدة
حماة,صناعة هندسية,685.5,0.55,فرصة واعدة
دمشق,زراعة حديثة,32.9,0.19,مخاطرة عالية
دمشق,صناعة هندسية,759.8,0.16,فرصة واعدة
درعا,تصنيع غذائي,204.9,0.33,فرصة واعدة
دمشق,طاقة متجددة,382.1,0.48,فرصة واعدة
إدلب,زراعة حديثة,52.1,0.12,استثمار متوسط
ريف دمشق,تصنيع غذائي,103.5,0.21,استثمار متوسط
السويداء,تجارة إلكترونية,20.9,0.65,فرصة واعدة
درعا,خدمات تقنية,14.7,0.65,فرصة واعدة
طرطوس,صناعة هندسية,1073.4,0.23,فرصة واعدة
حمص,تصنيع غذائي,158.1,0.65,فرصة واعدة
حلب,تصنيع غذائي,272.2,0.34,فرصة واعدة
طرطوس,خدمات تقنية,29.4,0.12,فرصة واعدة
ريف دمشق,زراعة حديثة,135.9,0.64,فرصة واعدة
الحسكة,صناعة هندسية,533.2,0.3,فرصة واعدة
حماة,طاقة متجددة,145.3,0.58,مخاطرة عالية
حماة,صناعة هندسية,686.4,0.27,فرصة واعدة
اللاذقية,تجارة إلكترونية,33.5,0.2,فرصة واعدة
حلب,تصنيع غذائي,286.3,0.47,فرصة واعدة
حماة,زراعة حديثة,72.5,0.22,فرصة واعدة
طرطوس,خدمات تقنية,10.4,0.57,استثمار متوسط
حلب,زراعة حديثة,61.3,0.11,فرصة واعدة
درعا,تصنيع غذائي,72.4,0.44,مخاطرة عالية
اللاذقية,زراعة حديثة,53.5,0.65,استثمار متوسط
طرطوس,تصنيع غذائي,130.7,0.5,استثمار متوسط
حمص,صناعة هندسية,887.0,0.23,فرصة واعدة
الحسكة,خدمات تقنية,11.3,0.25,فرصة واعدة
دمشق,صناعة هندسية,915.7,0.5,فرصة واعدة
حلب,زراعة حديثة,129.9,0.18,فرصة واعدة
